lat,lon,mmi
-31.45489883,152.893098,2
-30.57182453,151.8427654,4
-30.6512949,152.9930031,4
-30.7064492,152.9310955,4
-30.5135284,151.6672306,2
-30.65573734,152.5753438,3
-30.33782117,153.0656827,4
-30.36292919,153.099853,3
-31.45069709,152.8283049,3
-31.47105272,152.9286312,3
-31.59611693,152.8411606,3
-31.43668137,152.8991484,4
-30.72348052,152.8937234,3
-30.70773927,152.9416744,4
-30.47206479,152.9444677,4
-30.37678315,152.8820255,4
-30.64686754,152.9843709,7
-30.52888094,151.5196843,2
-30.77479868,152.8687093,4
-31.45182243,152.8845418,2
-31.01592282,152.94424,3
-30.75776736,152.9799493,3
-31.47383375,152.9249365,2
-30.71290784,152.919487,5
-30.70853541,152.9236047,4
-30.43846943,153.0352798,2
-30.44278043,152.89873,4
-31.31035565,152.7190758,2
-31.46483234,152.8103612,3
-31.11565554,152.9726133,4
-31.45489883,152.893098,3
-30.71794919,152.9148379,4
-30.41829389,152.8457512,3
-30.58959995,153.008272,4
-30.74813415,152.9939072,4
-31.0191743,152.9431939,4
-30.73205289,152.9072239,4
-30.64203977,153.0048217,3
-30.37083683,153.0955198,2
-31.37415016,152.7564541,2
-31.47031984,152.9327731,2
-30.70802573,152.9217377,4
-30.49855657,151.6644078,3
-30.69052014,152.7503672,3
-31.0181,152.9448,4
-30.924119,153.0374585,4
-30.89436455,153.0363072,5
-31.05185992,153.0439533,3
-30.59527498,152.9383576,3
-31.47638691,152.7551799,4
-30.83279989,152.8866225,4
-31.46165605,152.8725562,2
-30.74775443,152.989053,4
-30.75446009,152.9103383,2
-31.01592282,152.94424,3
-30.70662357,152.9659161,3
-30.992602,153.0084708,2
-30.59214576,153.0043635,5
-30.64259331,153.002516,4
-30.2589126,152.611034,2
-31.08003528,152.8372454,4
-30.79927364,152.9630194,5
-31.08256085,152.8471182,4
-30.52235233,151.6667742,2
-30.59031434,153.0076163,2
-31.3368848,152.6036366,2
-30.60173207,153.0062691,3
-31.46396049,152.9277059,2
-30.64306838,153.0008702,4
-29.68408829,152.9392103,2
-30.63085269,152.8490393,4
-30.70904698,152.9150274,5
-31.42961939,152.7196345,4
-30.0198049,153.1938213,2
-31.02214556,152.9475155,3
-31.47031343,152.9293829,2
-30.90478708,153.0435868,5
-31.46499515,152.735044,3
-31.05138153,151.7331465,2
-31.45489883,152.893098,2
-31.07800699,152.7590283,3
-30.25827739,153.1303755,2
-30.71711691,152.9140891,4
-30.29861134,153.1093919,2
-30.61659726,152.843526,3
-31.14181343,152.9110224,3
-30.9028264,153.0455075,7
-30.41054955,152.9191458,3
-30.6392153,152.9966089,3
-30.31604724,153.0928103,3
-30.71794919,152.9148379,3
-30.598292,153.0046046,4
-30.64203977,153.0048217,4
-30.17954384,152.8688528,3
-30.70094808,152.7373782,3
-31.00562007,152.8429034,4
-30.89886324,153.0692615,4
-30.95858999,152.6226092,4
-30.85046643,152.9280752,5
-30.37197464,153.0245907,3
-30.45835362,152.9036367,4
-31.16220302,152.9291106,2
-31.44096666,152.8966092,3
-30.45578902,152.9268199,3
-30.45234094,152.8979098,2
-30.90490182,153.0437083,5
-30.89646445,153.0460809,5
-31.4585052,152.7559835,4
-30.64343313,153.0062961,4
-30.56218739,152.9375694,5
-31.03519774,152.8716559,4
-30.71887794,152.9165789,3
-30.88813562,153.0718877,4
-30.74846686,152.995295,3
-30.35963084,153.1024967,2
-30.74906734,152.83554,2
-30.70954249,152.917714,3
-30.29855341,153.1133829,3
-30.83854581,152.6473873,4
-30.88835175,153.024899,3
-31.44389727,152.7173214,3
-31.45489883,152.893098,3
-31.4319547,152.9038804,4
-30.36137365,153.0969952,3
-30.34899872,153.0746865,3
-30.46454998,152.9501845,2
-30.63980161,153.0091803,7
-30.50156141,151.6661989,2
-31.89979033,152.5250996,3
-30.63584359,153.0115058,4
-31.10144972,152.8282706,2
-31.43633975,152.9205203,2
-30.90476482,153.0475373,5
-30.63952755,152.9945121,3
-30.45456493,152.896175,3
-30.31109497,153.1173763,3
-30.51713143,151.6635973,3
-30.89132212,153.051659,5
-30.74813415,152.9939072,4
-30.89885791,153.0417,4
-31.43592886,152.9232304,3
-30.3550523,153.0879456,2
-30.44992069,152.8174774,3
-30.571959,152.7915129,5
-30.34690005,153.0700185,3
-31.3368848,152.6036366,2
-31.4360285,152.915152,2
-31.44240178,152.821391,4
-31.41687011,152.895789,2
-30.51070732,151.6866257,3
-30.63357884,152.8641102,3
-30.81441002,152.8339874,3
-31.43177677,152.9078251,3
-30.63766829,153.011354,3
-30.51566187,152.9172446,3
-30.79396959,152.9922193,3
-30.30868989,153.0861905,2
-31.45489883,152.893098,2
-30.88698711,153.0430869,4
-30.64307905,153.0135885,4
-30.37958998,153.0582681,2
-30.66449186,152.8686345,4
-30.27707673,153.0069594,3
-30.8960702,153.0363423,4
-31.44818001,152.8708507,2
-30.63888083,152.9965278,3
-30.99310106,152.7681734,2
-30.50156141,151.6661989,2
-30.34403184,152.6952859,4
-30.64653976,153.0133608,3
-32.04519795,152.5403617,2
-30.35446824,153.071619,2
-30.92787596,152.6266802,2
-31.44588436,152.8934547,2
-30.27713366,153.1095497,2
-30.43916224,152.895895,3
-30.51272236,151.6678694,4
-30.72574644,152.645126,2
-30.571959,152.7915129,4
-31.40030744,152.859433,2
-30.29861134,153.1093919,3
-31.70894055,152.4518849,2
-31.08061607,152.8275268,4
-31.07223118,152.8246106,4
-30.98762081,151.5864751,4
-31.46363985,152.9198579,3
-30.31217761,153.0946782,2
-31.45670454,152.8795956,3
-30.50156141,151.6661989,4
-30.7215051,152.9172926,3
-30.95864427,152.8072967,5
-30.89298595,153.0256271,4
-31.4316709,152.8999811,3
-30.58001672,152.639854,4
-30.72716987,152.9028031,4
-31.46380354,152.720797,4
-30.44378927,152.901699,2
-31.08541735,152.8435331,4
-30.64009964,152.9830551,4
-30.76242108,152.73502,4
-30.45785734,152.9051591,4
-30.69703741,152.8528062,3
-31.45834862,152.7279037,4
-30.64415374,152.9986042,3
-31.4757963,152.9222524,2
-30.57125997,151.9050482,4
-31.41976748,152.8952153,2
-31.45579506,152.711316,2
-31.08003528,152.8372454,2
-30.525809,151.656466,2
-30.94044483,152.952825,3
-31.17742166,152.7935007,4
-31.46381421,152.7337469,3
-30.70819773,152.9863305,4
-31.4115116,152.7893309,2
-30.50289536,151.6404542,3
-30.36252218,153.0853355,2
-30.64279615,152.8628795,4
-30.34224633,152.7025204,3
-31.44456419,152.8877906,3
-31.0815235,152.8385602,3
-30.64595616,152.8551235,7
-31.44850651,152.9240397,3
-31.64102966,152.834297,3
-31.0815235,152.8385602,3
-30.29918414,153.1152111,2
-30.92201455,153.0631197,3
-30.43119193,152.8373823,2
-30.29657652,153.1171047,2
-31.45489883,152.893098,3
-31.4295838,152.9070618,3
-31.46069617,152.9259935,2
-31.4319547,152.9038804,2
-31.07054237,152.8209595,4
-31.03575049,152.8789277,2
-31.05176584,153.0442954,2
-30.64664077,152.9930496,3
-31.45356426,152.9234742,2
-31.43116381,152.9168292,3
-30.88634215,153.0415158,3
-30.60344102,153.0062143,4
-30.71017855,152.9355718,3
-30.85483273,152.9263137,4
-30.58497559,151.7607641,3
-31.47207296,152.7325187,2
-30.36715017,152.9902199,2
-31.3184663,152.6846197,2
-30.992602,153.0084708,7
-31.05209323,153.0475399,4
-30.61272217,152.9975715,3
-30.63813353,153.0125325,3
-31.43421906,152.8920642,3
-30.64918734,152.8728452,3
-31.07073008,152.8224202,2
-31.43402957,152.9101186,4
-30.7262278,152.9086979,4
-31.45329204,152.7289501,2
-30.51994626,151.6553655,2
-30.74412385,152.9872183,4
-30.7453853,152.9916547,7
-30.47507623,152.8832131,2
-31.4312309,152.9024334,3
-31.02397635,152.948221,3
-31.4076292,152.900006,3
-31.45749012,152.9297788,3
-30.44304642,153.0311207,2
-31.47378749,152.7343714,3
-31.43592886,152.9232304,2
-31.03089031,152.8811017,5
-30.43830196,152.6944843,3
-31.02364245,152.9479462,3
-30.64134781,153.0005677,3
-30.89885791,153.0417,4
-30.7266948,152.9115625,4
-31.47434884,152.7332167,3
-30.70670008,152.9180426,3
-30.73251993,152.9261643,3
-30.59127337,153.0119311,2
-31.18802006,152.9719839,2
-31.2238023,152.8928907,2
-30.4867092,151.6663508,2
-30.38811898,153.0329427,3
-30.75890986,152.9027705,5
-30.59098602,152.843995,3
-31.46583052,152.8791572,3
-31.4295838,152.9070618,3
-30.36856819,153.084421,2
-28.53234849,153.1208538,3
-31.05531907,152.831621,4
-30.98536735,152.6016011,4
-30.71308593,152.9240175,4
-30.83251604,152.8808476,4
-30.71308042,152.9138754,4
-30.63980161,153.0091803,7
-30.2777241,153.1060767,2
-30.64153003,153.011604,3
-30.42423759,152.79827,3
-31.45489883,152.893098,3
-31.07565489,152.8324994,4
-30.65113147,152.9942577,3
-30.75454596,152.9394919,2
-30.45578902,152.9268199,2
-31.22980561,152.8185085,7
-31.44756348,152.9192392,2
-30.89152604,153.0514446,5
-31.45920891,152.6964273,3
-30.64154709,153.0014084,5
-30.64290112,152.9899222,4
-30.65321491,152.986641,5
-31.48741081,152.7321144,3
-31.42706433,152.8841882,2
-30.88843631,153.0423684,4
-31.08224771,152.8386349,4
-30.76097995,152.3596165,3
-30.41545593,152.7747007,7
-30.63652772,152.9797714,3
-30.36954858,153.1002415,2
-30.35309913,153.0822061,3
-30.35954338,153.0847912,3
-30.71534534,152.9234074,4
-31.40144803,152.8310751,2
-30.89338006,153.0441637,5
-30.59108121,152.8305632,3
-30.6518367,152.9938829,2
-30.38117265,152.6585561,3
-30.68709081,152.879036,2
-31.08020519,152.8293858,3
-31.07223083,152.8246104,2
-31.48741081,152.7321144,3
-30.36497671,153.097545,2
-31.31741586,152.8505419,3
-30.36529552,153.0226546,3
-30.13762508,153.0056099,2
-30.70734952,152.9449792,3
-31.4612237,152.8561823,2
-30.70734952,152.9449792,3
-31.65132908,152.8283076,4
-31.63846371,152.7398299,3
-30.64727194,152.9806922,5
-31.6353742,152.8279966,2
-30.56109669,152.8250376,4
-30.81334779,152.7201505,4
-30.88615438,153.0427821,4
-31.4631399,152.7227915,3
-31.47439333,152.8703071,2
-30.31684347,153.0925665,4
-30.2337186,153.1500326,3
-31.39313869,152.7471547,3
-31.43668947,152.6839845,2
-31.45773025,152.925409,4
-31.09994627,152.8240847,4
-30.74412385,152.9872183,7
-30.49466439,151.6708168,3
-31.44850651,152.9240397,3
-30.89967517,153.0394878,4
-30.49865076,152.7500212,4
-30.72526159,152.9596646,4
-30.49996666,153.0218524,4
-30.59862805,153.0064091,4
-30.18340416,152.907624,4
-30.49949426,151.6761164,4
-30.6505639,152.8593715,2
-31.4422879,152.8865582,4
-31.04553745,152.7626167,2
-31.05600189,152.849875,4
-30.88832511,153.0246334,5
-30.45794883,152.8977374,4
-30.04684958,153.1881697,2
-31.07223083,152.8246104,2
-30.47933224,152.9455567,4
-31.01038588,152.8454896,2
-31.05983523,152.8299763,4
-30.30410984,153.0961594,2
-30.68017004,152.9685904,2
-31.08154315,152.8490228,3
-31.45489883,152.893098,2
-30.71139908,152.9245906,5
-30.64686754,152.9843709,3
-30.74984331,152.9907042,4
-30.70155616,152.9271997,3
-31.44983773,152.8810679,4
-30.59008214,153.0030658,4
-30.8960702,153.0363423,4
-31.25039513,151.9427801,2
-31.47672598,152.9211448,2
-31.00569035,152.7729552,2
-30.92386901,153.0122362,4
-31.47303841,152.733351,2
-30.7215051,152.9172926,5
-30.74789944,152.9968908,3
-30.92902716,153.0393712,5
-31.45489883,152.893098,2
-31.05873296,152.7998102,5
-30.5046017,151.6855475,3
-31.05947104,152.7532559,3
-31.43168904,152.9154019,3
-30.27969999,153.1079307,4
-30.4862,151.6421,4
-30.88563936,153.0412632,4
-31.46481188,152.8784188,4
-30.70944552,152.9188732,3
-30.90030973,153.0409794,4
-30.89174223,153.0444716,4
-30.15091441,153.1982223,3
-30.50156141,151.6661989,2
-30.81149111,152.9532672,4
-30.35792273,153.0783607,2
-31.51075298,152.6787056,4
-31.08417998,152.8484503,3
-31.63454594,152.6572554,4
-30.8960702,153.0363423,3
-30.61244687,153.005313,4
-30.30306201,153.137659,2
-30.46041582,152.8973805,4
-30.8209489,152.988957,5
-31.05435648,152.8349651,2
-31.49238277,152.7294474,3
-30.22024249,152.8722145,2
-31.43668947,152.6839845,3
-31.44896949,152.6627738,4
-30.88563936,153.0412632,3
-31.0942534,152.821189,4
-30.8950522,153.0384814,4
-31.09247275,152.699919,4
-31.43613792,152.9107992,3
-31.46846653,152.9307361,2
-30.28304771,152.8761956,4
-30.643722,152.9947683,4
-30.34433521,152.7113101,2
-30.64134781,153.0005677,4
-30.70991881,152.9111871,3
-30.83689575,152.9911384,4
-30.44304642,153.0311207,2
-30.28107814,153.135928,2
-30.50156141,151.6661989,3
-31.36910055,152.6314291,3
-31.07645788,152.8279307,5
-31.0258195,152.8604186,4
-31.12855536,152.7815483,2
-30.79370448,152.9925066,5
-31.17321009,152.9447817,7
-30.70816094,152.9098259,3
-30.7509,152.1905,3
-31.46928524,152.7318146,5
-31.47162578,152.8684605,4
-30.36271569,153.1024355,2
-30.64436162,153.002958,5
-31.64200026,152.8337463,3
-31.4631399,152.7227915,2
-31.0618793,152.770805,5
-30.71794919,152.9148379,4
-31.0191743,152.9431939,5
-31.05983523,152.8299763,3
-30.44278043,152.89873,4
-30.45234094,152.8979098,2
-30.37154138,153.0862154,3
-30.46365233,152.8631232,4
-31.34365172,152.7905513,3
-30.4878368,153.0087075,2
-30.89439158,153.0253914,4
-31.45489883,152.893098,3
-31.2824698,152.6518918,4
-31.08127173,152.8308665,2
-30.49865076,152.7500212,4
-31.45489883,152.893098,2
-30.5135284,151.6672306,4
-31.05983523,152.8299763,2
-31.45489883,152.893098,2
-30.9371318,152.7326064,3
-30.58430836,152.8326761,4
-30.77353183,152.7139915,2
-30.90429064,153.0422172,3
-30.49440995,151.6600681,2
-30.64565065,152.8554982,3
-31.47008054,152.9239101,4
-31.03089031,152.8811017,3
-31.08020519,152.8293858,4
-30.45234094,152.8979098,3
-31.44953404,152.717349,4
-30.29861134,153.1093919,3
-31.48144338,152.909914,2
-30.59446986,152.912389,4
-30.35371472,153.0786721,2
-31.24003028,152.6191004,4
-31.4319547,152.9038804,4
-31.44892553,152.9296222,2
-30.5047276,151.6382154,2
-30.59922607,153.0065537,4
-30.49641165,153.0122202,3
-31.08016858,152.830524,3
-31.10471451,152.6778472,2
-31.05274774,153.0470758,2
-31.48778424,152.7336517,4
-31.48489023,152.7293103,3
-30.54709116,151.7060749,4
-30.90030973,153.0409794,4
-31.46701321,152.7102392,3
-30.49494907,151.568628,3
-30.36068151,153.1036924,2
-31.41268633,152.8242555,3
-30.28038692,153.0902427,4
-31.02214556,152.9475155,4
-30.74628913,152.991911,4
-30.74065241,152.9629216,5
-31.4372944,152.8905048,2
-31.58010339,152.8302967,2
-31.64684615,152.8153138,2
-30.63181473,152.9333816,3
-31.65280581,152.8263781,2
-30.36187858,153.0777732,3
-30.36913934,153.0234573,3
-30.4881,151.6415,2
-30.92497128,153.0367361,5
-31.05274774,153.0470758,3
-30.2398248,153.0449363,2
-30.49833495,151.679443,3
-31.55154996,152.8531905,4
-30.51469362,152.9923516,2
-30.63357884,152.8641102,4
-30.51583344,151.6705846,4
-30.81408797,152.9629198,5
-31.48489023,152.7293103,4
-31.47118631,152.765574,3
-30.64739738,152.9936516,4
-31.08003528,152.8372454,3
-31.18924857,152.9729647,2
-30.98380476,152.9880003,2
-30.75446009,152.9103383,4
-31.47207296,152.7325187,2
-31.44308146,152.9232008,2
-31.44850651,152.9240397,4
-30.2813637,153.1048481,3
-30.50000828,151.6726046,4
-31.4319547,152.9038804,2
-31.40578764,152.8626828,2
-31.45489883,152.893098,2
-30.4899,151.641,2
-30.35000313,152.4129746,2
-30.76266307,152.8905136,4
-30.51138269,151.6589449,3
-30.64648598,152.85284,3
-30.53882769,151.6524641,2
-31.67267604,152.530927,2
-30.2962707,153.1193842,2
-30.52003522,151.6672075,3
-30.64551845,152.9977813,4
-30.89406331,153.0217741,4
-31.5514106,152.856789,3
-31.86597937,152.3846151,3
-30.46341021,153.0456391,4
-30.67843435,152.9643957,3
-31.46748526,152.9102992,2
-31.06428312,152.815973,2
-30.65503229,152.986038,7
-31.05360384,153.0491386,3
-30.59049671,152.8510899,3
-30.58082059,152.9537116,4
-30.60072494,153.0061182,4
-30.34734576,153.0776348,3
-30.75110363,152.99465,9
-31.05289719,153.049339,2
-31.06327693,152.8358405,3
-30.64238691,152.9799582,2
-30.59562817,152.9071472,3
-31.08441299,152.8460302,4
-30.14789674,151.5859822,2
-33.67524707,149.0451778,3
-30.59942873,152.8543184,3
-30.90659207,153.0605177,3
-30.285738,153.0855232,2
-31.16220302,152.9291106,3
-30.53924491,151.6768614,2
-30.73379771,152.865318,4
-30.77921042,152.9103766,3
-30.34210577,152.7152343,2
-30.71025862,152.9232304,3
-30.83854515,152.9069906,2
-30.51402746,151.6690365,3
-31.41623115,152.895226,3
-30.64287354,152.9891491,3
-30.69052014,152.7503672,4
-30.36245635,152.6898039,4
-30.74518959,152.9882283,5
-31.45489883,152.893098,3
-29.74081576,151.7231945,2
-30.70972842,152.9160718,5
-31.65155504,152.8245562,3
-30.24955892,153.1168027,3
-30.6373284,153.0110922,6
-30.65960578,152.9827383,4
-30.45217949,152.8947785,4
-30.65629647,152.9403326,3
-30.28779016,153.117081,3
-31.10851438,152.86323,4
-30.50156141,151.6661989,3
-31.45329204,152.7289501,4
-31.47207296,152.7325187,2
-30.64345537,151.4957902,2
-31.58132748,152.8364136,3
-30.42387468,153.0232346,4
-31.45375718,152.7345031,3
-30.93833601,152.6308565,3
-31.45489883,152.893098,3
-30.43248013,152.85508,3
-31.65458323,152.8191154,2
-30.9028264,153.0455075,5
-31.45489883,152.893098,2
-31.00681486,152.9410017,3
-30.65889588,152.9527144,2
-30.5163997,151.6641962,3
-30.88782244,153.0267814,4
-30.16151435,152.6422357,2
-30.49311463,152.9996131,2
-30.90542493,153.0403516,4
-30.45163325,152.8893712,2
-30.64686754,152.9843709,4
-30.50688844,153.0031057,2
-31.05626476,152.7785902,3
-31.65035312,152.8262199,3
-31.05983523,152.8299763,4
-31.05983523,152.8299763,3
-30.63759445,152.6960012,2
-30.51457459,151.6684325,3
-30.52287051,151.6654949,2
-30.81991851,152.9799708,4
-30.76680326,152.9860965,5
-30.82246632,152.9936332,4
-30.52428186,151.6660545,2
-32.06582496,152.5342464,2
-31.56240036,152.8263107,3
-30.75110363,152.99465,9
-31.48207589,152.6252719,3
-30.88792922,153.0253069,4
-31.42250216,152.8802085,3
-31.45747411,152.7280354,2
-30.641048,153.0019048,4
-31.25263829,152.663869,3
-30.64686754,152.9843709,4
-31.40155294,152.8599285,2
-31.07845513,152.8419115,5
-30.4899,151.641,3
-30.30340986,153.1370611,2
-31.03089031,152.8811017,2
-31.09387476,152.8296616,3
-30.88854218,153.0410455,4
-30.61780178,152.7683923,4
-31.6386,152.8156,3
-30.88564906,153.0402618,5
-30.89197887,153.0444511,3
-30.59603474,153.0047401,4
-30.44557732,152.895289,3
-31.43592886,152.9232304,2
-30.992602,153.0084708,3
-31.02026761,152.9442418,5
-30.63830523,152.9795116,3
-31.47609779,152.8697549,2
-30.70788152,152.9203281,3
-30.73287693,152.9263546,4
-30.45234094,152.8979098,2
-31.79095049,152.0654988,3
-30.28740497,153.1097418,2
-30.43427142,153.0270421,3
-30.92502722,153.035415,5
-30.74245407,152.2757452,4
-30.63819404,152.998502,3
-30.88782246,153.0424725,4
-30.50539882,151.647106,4
-30.43658704,153.0016263,3
-31.4319547,152.9038804,3
-30.61097896,152.9950724,4
-30.82788811,152.9914328,4
-31.08045961,152.8304773,3
-30.67331623,152.9149796,4
-30.59562817,152.9071472,3
-30.96543455,152.6715888,4
-30.89030012,153.0364603,3
-31.46763682,152.9246226,3
-30.26764533,153.0631309,4
-30.65706687,152.9873856,2
-31.90175817,152.4442963,2
-31.02746258,152.8482973,4
-30.89593422,152.6199358,4
-30.50089432,151.6692704,2
-31.46485903,152.7111437,4
-31.21260144,152.8347136,4
-30.60285118,153.0069162,4
-30.92521315,153.0337986,5
-30.44619309,152.9032105,3
-31.90175817,152.4442963,2
-31.4360285,152.915152,4
-30.8998362,153.0395216,5
-30.67933556,152.9580748,2
-30.57470697,152.9610552,2
-31.16220302,152.9291106,3
-30.8998362,153.0395216,5
-30.29065912,153.0982179,2
-31.48741081,152.7321144,3
-31.47556321,152.7315175,2
-30.50688844,153.0031057,3
-30.64948393,152.8550658,4
-30.3550523,153.0879456,3
-30.89018802,153.0356721,5
-30.46729008,152.9856101,2
-30.59010591,153.0055654,5
-30.3023689,151.5476054,3
-31.45453748,152.6297697,4
-30.64686754,152.9843709,4
-31.44446634,152.716413,3
-31.0639549,152.826064,3
-30.30196324,153.0987739,2
-30.91578305,152.8854871,3
-30.63652772,152.9797714,3
-31.05845985,152.8255561,3
-30.5932453,152.9378349,4
-31.09411729,152.7048566,2
-31.18950718,152.6799694,2
-30.28874855,153.136691,3
-30.71109936,152.9599172,5
-30.64147058,153.0071911,5
-30.56768716,152.9578595,3
-30.28511514,153.111271,3
-30.89620468,153.0243025,3
-31.02644305,152.8630049,3
-30.35373253,153.0719855,2
-30.45525348,152.8982878,3
-31.03573448,152.8650297,4
-31.23621582,152.9072755,3
-30.64232088,153.0122961,3
-30.39998593,152.8627416,4
-30.59723309,153.0056831,3
-31.05983523,152.8299763,3
-31.4517626,152.6263563,2
-30.75398193,152.990351,4
-30.8209489,152.988957,5
-31.08300209,152.8310315,3
-30.83854515,152.9069906,2
-30.89913902,153.0376995,5
-30.59066485,152.9108027,2
-31.38550287,152.6486915,2
-31.82197983,152.0044488,2
-30.50156141,151.6661989,3
-30.74245407,152.2757452,3
-31.48489023,152.7293103,3
-31.09323654,152.8379419,4
-30.76097995,152.3596165,4
-30.36348566,153.0957221,2
-30.50156141,151.6661989,7
-31.02942691,152.8438776,2
-30.29044243,152.6801272,3
-30.47907515,151.723414,3
-30.28735893,153.1037244,3
-30.35570485,153.0847902,7
-31.45946246,152.9223369,3
-30.74729804,152.9909275,3
-31.4324452,152.9022777,4
-31.43557822,152.9211288,2
-30.88708495,153.0244608,5
-30.66852311,152.7665624,3
-31.02412402,152.8528578,4
-30.5017003,153.0156134,4
-31.44266244,152.7170812,3
-31.45329204,152.7289501,3
-31.4360285,152.915152,3
-30.50032587,151.6482795,2
-30.82640508,152.8500286,4
-31.54653359,152.8355652,2
-30.64453687,153.0072859,4
-30.4899,151.641,2
-30.91073076,153.0413231,5
-30.31504923,153.0892713,3
-30.31863253,152.7158375,3
-31.65132908,152.8283076,4
-30.3023689,151.5476054,4
-30.36186078,153.0889145,3
-30.88950033,153.045145,4
-30.48690806,151.6456338,2
-30.70986897,152.9203143,3
-31.03356622,152.8722662,3
-30.16117466,153.1620076,3
-30.5204,153.001,3
-30.99117494,152.9897594,5
-30.57803371,151.7398228,3
-30.89110862,153.0556133,6
-30.8897,151.4159,3
-30.35881569,153.1021028,3
-30.64684313,152.9986078,3
-31.07502911,152.8273969,4
-30.6904357,152.9444224,5
-31.64283475,152.5815112,2
-30.23190649,153.1504818,3
-31.05881804,152.8663099,4
-30.571959,152.7915129,2
-30.82176915,152.9597535,3
-30.79999514,152.9887657,4
-30.61060146,152.7288875,5
-30.64766826,152.9924234,3
-31.4312309,152.9024334,2
-31.65469621,152.607592,3
-30.45271239,152.8981529,3
-30.64701618,152.8557517,7
-31.06273437,152.8311018,4
-31.46129423,152.9261402,4
-30.67267042,152.4235101,2
