lat,lon,mmi
-30.64453687,153.0072859,5
-30.89708227,153.0381994,3
-31.43014428,152.9077335,3
-31.07223083,152.8246104,3
-30.822117,152.9190284,3
-31.4319547,152.9038804,4
-31.4750063,152.9165552,7
-31.46497557,152.915436,3
-30.76248513,152.8970818,4
-31.09133851,152.6098569,3
-31.01083604,152.7302969,3
-30.63265333,152.7857821,2
-30.88974587,153.0421985,5
-30.71251212,152.9191182,3
-30.63357884,152.8641102,5
-31.07853274,152.8482471,5
-30.6404297,152.9949336,3
-30.9888212,152.9893089,7
-31.08063297,152.8289191,3
-31.42546209,152.7153446,3
-29.89458237,151.1380512,3
-30.30922147,153.1039843,4
-31.05213326,153.0467313,5
-30.29657652,153.1171047,4
-31.07923998,152.8317788,3
-31.45725787,152.9204513,2
-31.41687011,152.895789,2
-31.4309996,152.9068742,3
-31.4372944,152.8905048,4
-31.46872809,152.9219944,3
-30.36559412,153.1004514,2
-31.5925637,152.8363761,4
-31.06927757,152.7525237,3
-31.08301899,152.8360631,2
-30.3651493,153.0845873,4
-30.58806695,153.0047754,5
-30.51609489,151.657461,2
-30.35682669,153.0707383,2
-31.46824768,152.8925339,2
-31.58081774,152.8330702,2
-30.35556777,151.2888915,2
-31.06752053,152.7796071,4
-30.4899,151.641,2
-30.88125276,151.1553264,2
-30.89008736,152.6074799,7
-31.43471259,152.91467,3
-30.6392696,152.9957432,4
-31.63505838,152.7544791,3
-31.4475746,152.8963903,4
-30.25820266,152.6115803,4
-31.43494919,152.9174488,2
-31.115547,152.6784458,5
-30.7262278,152.9086979,4
-30.89986645,153.038615,4
-30.3403414,153.0514455,5
-30.6404297,152.9949336,4
-30.81991851,152.9799708,5
-30.443203,152.9003574,2
-30.74906734,152.83554,4
-31.44900507,152.9131744,3
-31.08301899,152.8360631,2
-31.46417756,152.761171,2
-30.43630471,152.7223532,2
-30.71534534,152.9234074,5
-31.4410166,152.4624654,3
-31.4436019,152.7176586,3
-30.64007829,153.0001807,4
-31.08033672,152.8422024,2
-30.21401232,152.8881355,2
-31.19087211,152.9082887,4
-30.50478319,153.0040836,2
-31.08672772,152.8445063,2
-30.88634215,153.0415158,5
-30.50459505,153.0060662,3
-31.03454947,152.8748167,5
-31.45520819,152.7311723,3
-31.27546317,152.7980233,3
-31.45725787,152.9204513,3
-31.07914193,152.8415058,5
-30.37440056,153.0800826,2
-30.94746056,152.9975358,4
-31.01352187,152.8131413,4
-31.01933658,152.9447141,3
-30.48079118,152.9489051,2
-30.59202957,153.0112861,4
-30.74245407,152.2757452,3
-30.35291143,153.0957804,2
-30.51893449,151.6657467,3
-30.36856819,152.6813238,2
-30.5,153.0167,3
-30.70986897,152.9203143,4
-30.43846943,153.0352798,3
-30.50571108,153.0050648,5
-30.58968981,153.0100673,3
-30.70626593,152.9185364,4
-31.43402957,152.9101186,4
-30.5264451,151.6542107,2
-30.5047276,151.6382154,3
-30.4435526,152.8995875,4
